Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
6/30/20,Department of the Treasury:,null,null,null
6/30/20,Interest on Treasury Debt Securities (Gross),68463136508,4.05423E+11,4.56868E+11
6/30/20,Other,28139445866,6.06377E+11,1.28939E+11
6/30/20,Department of Veterans Affairs,17636530715,1.60581E+11,1.48948E+11
6/30/20,Corps of Engineers,471620625.6,6254030020,4795629631
6/30/20,Other Defense Civil Programs,7188802928,50644819057,45410876950
6/30/20,Environmental Protection Agency,749229171.5,6800297620,6264856156
6/30/20,Executive Office of the President,33661120.79,304749221.5,298252984.3
6/30/20,General Services Administration,56982065.69,48513715.38,-689699543.3
6/30/20,International Assistance Programs,882570937.8,16960995220,19589151926
6/30/20,National Aeronautics and Space Administration,1962608348,15974553291,14743526728
6/30/20,National Science Foundation,600800193.6,5137834412,5081412943
6/30/20,Office of Personnel Management,7635180231,78389050186,76875824317
6/30/20,Small Business Administration,5.11355E+11,5.36963E+11,169718538.2
6/30/20,Social Security Administration,1.01465E+11,8.63303E+11,8.22993E+11
6/30/20,Independent Agencies,-3448877501,17711769068,14891577368
6/30/20,400 Years of African-American History Commission,223000,223000,null
6/30/20,Allowances,null,null,null
6/30/20,Undistributed Offsetting Receipts:,null,null,null
6/30/20,Interest,-50151092848,-1.22204E+11,-1.40224E+11
6/30/20,Other,-8147849843,-82193986841,-77503562322
6/30/20,Total Outlays,1.1049E+12,5.00437E+12,3.35597E+12
6/30/20,(On-Budget),1.04928E+12,4.30784E+12,2.69918E+12
6/30/20,Department of Labor,1.16684E+11,2.79095E+11,26936049318
6/30/20,(Off-Budget),55619046325,6.96531E+11,6.56794E+11
6/30/20,Budget Receipts,null,null,null
6/30/20,Individual Income Taxes,92115922736,9.84593E+11,1.30148E+12
6/30/20,Corporation Income Taxes,5706996532,92106175672,1.64355E+11
6/30/20,Social Insurance and Retirement Receipts:,null,null,null
6/30/20,Employment and General Retirement (Off-Budget),95188493941,7.32785E+11,6.97303E+11
6/30/20,Employment and General Retirement (On-Budget),28820040982,2.25466E+11,2.15683E+11
6/30/20,Unemployment Insurance,1779927647,33758627769,33257974063
6/30/20,Other Retirement,470646720.6,3928506749,3542539348
6/30/20,Excise Taxes,3678334824,46706508726,71194766285
6/30/20,Estate and Gift Taxes,630066486.8,11167688278,12435137305
6/30/20,Customs Duties,4480241632,51591954809,50471671336
6/30/20,Miscellaneous Receipts,7957996850,77964637947,59133956873
6/30/20,Total Receipts,2.40829E+11,2.26007E+12,2.60885E+12
6/30/20,(On-Budget),1.4564E+11,1.52728E+12,1.91155E+12
6/30/20,(Off-Budget),95188493941,7.32785E+11,6.97303E+11
6/30/20,Budget Outlays,null,null,null
6/30/20,Legislative Branch,520941191.5,4042233366,3636305476
6/30/20,Judicial Branch,685125803.7,6316816533,5957366686
6/30/20,Department of Agriculture,20788407573,1.32254E+11,1.15093E+11
6/30/20,Department of Commerce,1310211621,11807968534,8574043175
6/30/20,Department of Education,78038236293,1.35857E+11,86429682254
6/30/20,Surplus (+) or Deficit (-),-8.64074E+11,-2.7443E+12,-7.47116E+11
6/30/20,(On-Budget),-9.03644E+11,-2.78056E+12,-7.87625E+11
6/30/20,(Off-Budget),39569447617,36254467547,40509176577
5/31/20,Miscellaneous Receipts,8871490341,70006641097,52148594298
5/31/20,Budget Outlays,null,null,null
5/31/20,Legislative Branch,443249069.2,3521292174,3253749570
5/31/20,Judicial Branch,776053570.8,5631690730,5373609400
5/31/20,Department of Agriculture,12511826974,1.11466E+11,1.05182E+11
5/31/20,Department of Commerce,1201766520,10497756912,7752926954
5/31/20,Department of Defense--Military Programs,58453314579,4.61912E+11,4.39296E+11
5/31/20,Department of Education,8929167526,57886362058,52322638482
5/31/20,Department of Energy,2689653868,21378985703,18752584343
5/31/20,Department of Health and Human Services,1.28708E+11,9.97981E+11,8.34346E+11
5/31/20,Department of Homeland Security,6031243232,40543119909,38649691217
5/31/20,Budget Receipts,null,null,null
5/31/20,Individual Income Taxes,47759907051,8.92477E+11,1.16033E+12
5/31/20,Corporation Income Taxes,-1795033698,86399179141,1.13086E+11
5/31/20,Social Insurance and Retirement Receipts:,null,null,null
5/31/20,Employment and General Retirement (Off-Budget),77433000000,6.37597E+11,6.05046E+11
5/31/20,Employment and General Retirement (On-Budget),22096390566,1.96646E+11,1.87829E+11
5/31/20,Unemployment Insurance,11720358305,31978700122,33008540639
5/31/20,Other Retirement,505237961.2,3457860029,3157895575
5/31/20,Excise Taxes,2700572416,43028173902,64084652883
5/31/20,Estate and Gift Taxes,735734582.2,10537621792,11347779512
5/31/20,Customs Duties,3832899414,47111713177,44865678660
5/31/20,Total Receipts,1.73861E+11,2.01924E+12,2.2749E+12
5/31/20,(On-Budget),96427556939,1.38164E+12,1.66986E+12
5/31/20,(Off-Budget),77433000000,6.37597E+11,6.05046E+11
5/31/20,Department of Housing and Urban Development,4797208346,32451973975,13335398765
5/31/20,Department of the Interior,1161971098,10505972690,8619714632
5/31/20,Department of Justice,2816596388,24968361488,23162890757
5/31/20,Department of Labor,93868942152,1.62411E+11,23641710529
5/31/20,Department of State,1658485609,20261870250,19054954020
5/31/20,Department of Transportation,9838830446,56536585224,46454775511
5/31/20,Department of the Treasury:,null,null,null
5/31/20,Interest on Treasury Debt Securities (Gross),26503040410,3.36959E+11,3.54068E+11
5/31/20,Other,71967463163,5.78237E+11,1.2295E+11
5/31/20,Department of Veterans Affairs,19491145907,1.42945E+11,1.40928E+11
5/31/20,Corps of Engineers,326133021.2,5782409395,4272043150
5/31/20,Other Defense Civil Programs,5874826414,43456016129,45238160022
5/31/20,Environmental Protection Agency,752733606.2,6051068448,5620807297
5/31/20,Executive Office of the President,44116208.84,271088100.7,272170066.5
5/31/20,General Services Administration,-225670268.2,-8468350.31,-514286075.2
5/31/20,International Assistance Programs,1205038921,16078424282,16477138925
5/31/20,National Aeronautics and Space Administration,1862224982,14011944943,13132424756
5/31/20,National Science Foundation,541378824.4,4537034219,4465616014
5/31/20,Office of Personnel Management,7814700028,70753869955,68613050581
5/31/20,Small Business Administration,10843954978,25607991319,89744850.74
5/31/20,Social Security Administration,97130446619,7.61838E+11,7.3E+11
5/31/20,Independent Agencies,1530507144,21160646570,17631525517
5/31/20,Allowances,null,null,null
5/31/20,Undistributed Offsetting Receipts:,null,null,null
5/31/20,Interest,534710981.5,-72052559918,-77863472032
5/31/20,Other,-7401015961,-74046136998,-71039520145
5/31/20,Total Outlays,5.72682E+11,3.89954E+12,3.01354E+12
5/31/20,(On-Budget),4.8171E+11,3.25862E+12,2.40701E+12
5/31/20,(Off-Budget),90972105578,6.40912E+11,6.06535E+11
5/31/20,Surplus (+) or Deficit (-),-3.98821E+11,-1.8803E+12,-7.38638E+11
5/31/20,(On-Budget),-3.85282E+11,-1.87698E+12,-7.37149E+11
5/31/20,(Off-Budget),-13539105578,-3314980069,-1489420459
4/30/20,Department of Agriculture,10304602415,98954021746,95579108299
4/30/20,Department of Commerce,1478092873,9295990393,6793853676
4/30/20,Budget Receipts,null,null,null
4/30/20,Department of Defense--Military Programs,55280215556,4.03459E+11,3.77495E+11
4/30/20,Department of Education,5805544782,48957194532,47342920609
4/30/20,Department of Energy,2661857533,18689331835,16089994888
4/30/20,Department of Health and Human Services,2.49873E+11,8.69136E+11,6.87794E+11
4/30/20,Department of Homeland Security,5486989135,34511876677,34287360833
4/30/20,Department of Housing and Urban Development,4092555486,27654765629,25940376883
4/30/20,Department of the Interior,2084906472,9309167258,7405475394
4/30/20,Department of Justice,5645107510,22151765100,19831195411
4/30/20,Department of Labor,49520299859,68542220747,20474464098
4/30/20,Department of State,2857974820,18603384641,16334797892
4/30/20,Department of Transportation,7481402843,46697754779,40055086395
4/30/20,Department of the Treasury:,null,null,null
4/30/20,Interest on Treasury Debt Securities (Gross),41004027662,3.10456E+11,3.0624E+11
4/30/20,Other,3.92098E+11,5.0627E+11,1.11832E+11
4/30/20,Environmental Protection Agency,637780792.5,5298334842,4974710408
4/30/20,Executive Office of the President,30727383.42,226971891.8,231678581.2
4/30/20,General Services Administration,-127573527.9,217201917.9,-645986341.9
4/30/20,International Assistance Programs,2499208289,14873385361,8404380563
4/30/20,National Aeronautics and Space Administration,1625433658,12149719961,11288352381
4/30/20,National Science Foundation,521921907.5,3995655394,3876340522
4/30/20,Office of Personnel Management,9285555856,62939169927,60224909037
4/30/20,Small Business Administration,15367095991,14764036341,-8708258.55
4/30/20,Social Security Administration,96580966804,6.64708E+11,6.32776E+11
4/30/20,Independent Agencies,5156557005,19630139426,14034057250
4/30/20,Allowances,null,null,null
4/30/20,Undistributed Offsetting Receipts:,null,null,null
4/30/20,Interest,-6312421927,-72587270899,-72704561381
4/30/20,Other,-6997992361,-66645121037,-63624767229
4/30/20,Individual Income Taxes,75256925492,8.44717E+11,1.05664E+12
4/30/20,Total Outlays,9.79714E+11,3.32668E+12,2.57371E+12
4/30/20,(On-Budget),9.00675E+11,2.77674E+12,2.05426E+12
4/30/20,(Off-Budget),79038255847,5.4994E+11,5.19446E+11
4/30/20,Surplus (+) or Deficit (-),-7.37851E+11,-1.4813E+12,-5.3087E+11
4/30/20,Corporation Income Taxes,3940391140,88194212838,1.12676E+11
4/30/20,Social Insurance and Retirement Receipts:,null,null,null
4/30/20,Employment and General Retirement (Off-Budget),99811000000,5.60164E+11,5.31211E+11
4/30/20,Employment and General Retirement (On-Budget),30170801379,1.7455E+11,1.66603E+11
4/30/20,Unemployment Insurance,9063162136,20258341817,21455930856
4/30/20,Other Retirement,401969683.3,2952622067,2690014698
4/30/20,Excise Taxes,353458812,40327601486,56492041357
4/30/20,Estate and Gift Taxes,12990064.74,9801887209,10559927634
4/30/20,Customs Duties,4113560502,43278813763,39931461492
4/30/20,Miscellaneous Receipts,18738749106,61135150756,44583023306
4/30/20,Total Receipts,2.41863E+11,1.84538E+12,2.04284E+12
4/30/20,(On-Budget),1.42052E+11,1.28522E+12,1.51163E+12
4/30/20,(Off-Budget),99811000000,5.60164E+11,5.31211E+11
4/30/20,Budget Outlays,null,null,null
4/30/20,Legislative Branch,383752378.9,3078043105,2842611882
4/30/20,Judicial Branch,667853074.6,4855637159,4559388681
4/30/20,Department of Veterans Affairs,18617885001,1.23453E+11,1.13809E+11
4/30/20,Corps of Engineers,1088661634,5456276373,3976388643
4/30/20,Other Defense Civil Programs,5014066898,37581189715,36199457004
4/30/20,(On-Budget),-7.58623E+11,-1.49153E+12,-5.42635E+11
4/30/20,(Off-Budget),20772744153,10224125509,11764962819
3/31/20,Budget Receipts,null,null,null
3/31/20,Individual Income Taxes,98315617516,7.6946E+11,7.23828E+11
3/31/20,Estate and Gift Taxes,1216903602,9788897145,8290332285
3/31/20,Miscellaneous Receipts,7748571718,42396401650,36264411739
3/31/20,Total Receipts,2.36766E+11,1.60352E+12,1.50729E+12
3/31/20,(On-Budget),1.53068E+11,1.14316E+12,1.07189E+12
3/31/20,(Off-Budget),83698060584,4.60353E+11,4.35402E+11
3/31/20,Legislative Branch,455144117.5,2694290726,2422266668
3/31/20,Judicial Branch,700978965,4187784084,3939849897
3/31/20,Department of Agriculture,11227994027,88649419331,85639312272
3/31/20,Department of Commerce,1200318072,7817897520,5978127204
3/31/20,Department of Defense--Military Programs,57855209363,3.48178E+11,3.25525E+11
3/31/20,Department of Education,6366217487,43151649750,40684683408
3/31/20,Corporation Income Taxes,10389710968,84253821698,67987356337
3/31/20,Social Insurance and Retirement Receipts:,null,null,null
3/31/20,Employment and General Retirement (Off-Budget),83698060584,4.60353E+11,4.35402E+11
3/31/20,Employment and General Retirement (On-Budget),23466795083,1.44379E+11,1.375E+11
3/31/20,Unemployment Insurance,296026483.8,11195179681,11617035243
3/31/20,Other Retirement,404994603.7,2550652384,2311557639
3/31/20,Excise Taxes,6414800982,39974142675,49399123545
3/31/20,Customs Duties,4814749992,39165253260,34694019188
3/31/20,Budget Outlays,null,null,null
3/31/20,Department of Energy,2875613975,16027474302,13633984874
3/31/20,Department of Health and Human Services,73527433397,6.19263E+11,5.83491E+11
3/31/20,Department of Homeland Security,4776494204,29024887542,29625424254
3/31/20,Department of Housing and Urban Development,4451969156,23562210143,22503684713
3/31/20,Department of the Interior,1632371125,7361593798,6550791023
3/31/20,Department of Justice,3533926732,16506657590,17128612459
3/31/20,Department of Labor,5649081929,19021920887,16987822258
3/31/20,Department of State,2759859977,15745409821,14113924975
3/31/20,Department of Transportation,6271412719,39216351936,34963662496
3/31/20,Department of the Treasury:,null,null,null
3/31/20,Interest on Treasury Debt Securities (Gross),40470878105,2.69452E+11,2.59687E+11
3/31/20,Other,22625540650,1.14172E+11,98637491451
3/31/20,Corps of Engineers,794790574,4367614739,3429082484
3/31/20,Other Defense Civil Programs,514908842.7,32567122816,32599366766
3/31/20,Environmental Protection Agency,690076935.6,4660554050,4414696449
3/31/20,Executive Office of the President,32567668.66,196244508.4,194929954
3/31/20,General Services Administration,-2798321.25,344775445.8,-547801591.5
3/31/20,International Assistance Programs,5372193261,12374177073,6598181226
3/31/20,National Aeronautics and Space Administration,1863849657,10524286302,9740296003
3/31/20,National Science Foundation,537632477,3473733487,3357965721
3/31/20,Office of Personnel Management,8987691941,53653614071,50851138349
3/31/20,Department of Veterans Affairs,7293849349,1.04836E+11,96632525986
3/31/20,Small Business Administration,-1056339300,-603059650.3,-96030025.84
3/31/20,Social Security Administration,91869493561,5.68127E+11,5.40426E+11
3/31/20,Independent Agencies,2771606609,14473582421,12624772322
3/31/20,Allowances,null,null,null
3/31/20,Interest,-2766999122,-66274848972,-66491144959
3/31/20,Other,-7391571884,-59647128676,-56780357585
3/31/20,Total Outlays,3.55891E+11,2.34711E+12,2.19847E+12
3/31/20,(On-Budget),2.66547E+11,1.87621E+12,1.75503E+12
3/31/20,(Off-Budget),89344341097,4.70901E+11,4.43435E+11
3/31/20,Surplus (+) or Deficit (-),-1.19125E+11,-7.4359E+11,-6.91174E+11
3/31/20,(On-Budget),-1.13479E+11,-7.33041E+11,-6.83141E+11
3/31/20,(Off-Budget),-5646280513,-10548618644,-8033534499
3/31/20,Undistributed Offsetting Receipts:,null,null,null
2/29/20,Budget Receipts,null,null,null
2/29/20,Individual Income Taxes,69626288726,6.71144E+11,6.26592E+11
2/29/20,Corporation Income Taxes,-2041301783,73864110730,59194253468
2/29/20,Social Insurance and Retirement Receipts:,null,null,null
2/29/20,Employment and General Retirement (Off-Budget),75815000000,3.76655E+11,3.56005E+11
2/29/20,Employment and General Retirement (On-Budget),21423987287,1.20912E+11,1.15106E+11
2/29/20,Unemployment Insurance,2279302563,10899153197,11342440976
2/29/20,Other Retirement,400113144.1,2145657780,1952364891
2/29/20,Estate and Gift Taxes,1584326831,8571993543,7355163441
2/29/20,Customs Duties,6286242573,34350503268,29531344977
2/29/20,Miscellaneous Receipts,5892029134,34647829932,29846072728
2/29/20,Total Receipts,1.87951E+11,1.36675E+12,1.27848E+12
2/29/20,(On-Budget),1.12136E+11,9.90095E+11,9.22477E+11
2/29/20,Department of Defense--Military Programs,52621571802,2.90323E+11,2.7013E+11
2/29/20,Department of Education,9295381759,36785432263,34632924513
2/29/20,Department of Energy,2347515997,13151860327,11387772543
2/29/20,Department of Health and Human Services,1.01977E+11,5.45736E+11,4.83265E+11
2/29/20,Department of Homeland Security,4298582393,24248393338,24662920871
2/29/20,Department of Housing and Urban Development,3753295447,19110240987,19058119417
2/29/20,Department of the Interior,912516610.3,5786071293,5755135888
2/29/20,Department of Justice,364377391.7,12972730858,14436155030
2/29/20,Department of Labor,3354827132,13372838958,14462328490
2/29/20,Other Defense Civil Programs,5025929790,32052213974,26993112249
2/29/20,Environmental Protection Agency,707284132.1,3970477114,3835447438
2/29/20,Executive Office of the President,32235237.51,163676839.8,167190310.6
2/29/20,General Services Administration,399880976.1,347573767,-410620260.9
2/29/20,International Assistance Programs,1442057670,7001981695,6424020796
2/29/20,National Aeronautics and Space Administration,1488938245,8660436645,8262672152
2/29/20,National Science Foundation,535353775.7,2936101010,2848845096
2/29/20,Office of Personnel Management,9062407569,44665922130,42437545580
2/29/20,Small Business Administration,101741342.9,453279650.1,543617578
2/29/20,Social Security Administration,95634460836,4.76257E+11,4.48378E+11
2/29/20,Independent Agencies,2403284504,11701975812,12596532383
2/29/20,Allowances,null,null,null
2/29/20,Undistributed Offsetting Receipts:,null,null,null
2/29/20,Interest,-3728941004,-63507849850,-65095811828
2/29/20,Other,-6855495909,-52255556792,-50297357897
2/29/20,Total Outlays,4.23286E+11,1.99127E+12,1.82271E+12
2/29/20,(On-Budget),3.34347E+11,1.60971E+12,1.46455E+12
2/29/20,(Off-Budget),88938537611,3.81557E+11,3.58158E+11
2/29/20,Surplus (+) or Deficit (-),-2.35335E+11,-6.24522E+11,-5.44229E+11
2/29/20,(On-Budget),-2.22212E+11,-6.19619E+11,-5.42077E+11
2/29/20,(Off-Budget),-13123537611,-4902338131,-2152859791
2/29/20,Department of State,2212695039,12985551960,11384678835
2/29/20,Department of Transportation,7005800547,32944939217,30152128420
2/29/20,(Off-Budget),75815000000,3.76655E+11,3.56005E+11
2/29/20,Budget Outlays,null,null,null
2/29/20,Legislative Branch,385471031.2,2239146290,2067308712
2/29/20,Judicial Branch,631281861.2,3486805119,3335002078
2/29/20,Department of Agriculture,13471337973,77421425304,75095080507
2/29/20,Department of Commerce,992596087.5,6617579448,5133698297
2/29/20,Interest on Treasury Debt Securities (Gross),34890998557,2.28982E+11,2.20749E+11
2/29/20,Other,60060244164,91546573803,74194753620
2/29/20,Department of Veterans Affairs,17797972444,97541712931,83250145458
2/29/20,Corps of Engineers,662905331.7,3572824165,2876517141
2/29/20,Department of the Treasury:,null,null,null
2/29/20,Excise Taxes,6684551176,33559341693,41557689578
1/31/20,Individual Income Taxes,2.1666E+11,6.01518E+11,5.69931E+11
1/31/20,Corporation Income Taxes,10491646727,75905412513,59862787456
1/31/20,Social Insurance and Retirement Receipts:,null,null,null
1/31/20,Employment and General Retirement (Off-Budget),90742000000,3.0084E+11,2.8413E+11
1/31/20,Employment and General Retirement (On-Budget),26862331472,99488422595,94645916463
1/31/20,Unemployment Insurance,3018694362,8619850634,8921537656
1/31/20,Other Retirement,422146802.4,1745544636,1483177508
1/31/20,Excise Taxes,6307550789,26874790517,36204309019
1/31/20,Estate and Gift Taxes,2360593550,6987666712,6125831888
1/31/20,Customs Duties,6917631812,28064260695,24455131000
1/31/20,Miscellaneous Receipts,8505614044,28755800798,25457491543
1/31/20,Total Receipts,3.72288E+11,1.1788E+12,1.11122E+12
1/31/20,(On-Budget),2.81546E+11,8.7796E+11,8.27087E+11
1/31/20,(Off-Budget),90742000000,3.0084E+11,2.8413E+11
1/31/20,Budget Outlays,null,null,null
1/31/20,Legislative Branch,460003091.8,1853675259,1696546474
1/31/20,Judicial Branch,689045093.8,2855523258,2589681670
1/31/20,Department of Agriculture,11224914862,63950087331,63782358437
1/31/20,Department of Commerce,1012112734,5624983360,4212317468
1/31/20,Department of Education,9838588969,27490050504,26691267091
1/31/20,Department of Energy,2830104521,10804344330,9187701599
1/31/20,Department of Health and Human Services,1.34418E+11,4.43759E+11,3.85112E+11
1/31/20,Department of Homeland Security,4562728591,19949810945,19770126170
1/31/20,Department of Housing and Urban Development,3666922809,15356945541,15197060255
1/31/20,Department of the Interior,1253604410,4871877670,4396048990
1/31/20,Department of Justice,3671088618,12608353466,11299352498
1/31/20,Department of Labor,4882166889,10018011826,10147492703
1/31/20,Department of State,2411261178,10772856921,9973072133
1/31/20,Department of Transportation,5443275043,25939138669,23597163776
1/31/20,Department of the Treasury:,null,null,null
1/31/20,Interest on Treasury Debt Securities (Gross),33903420245,1.94091E+11,1.92032E+11
1/31/20,Other,6375192099,31486329639,18374653774
1/31/20,Department of Veterans Affairs,17982576846,79743740487,67094857787
1/31/20,Corps of Engineers,730780188.9,2909918833,2268814416
1/31/20,Other Defense Civil Programs,6191470907,27026284183,21615104120
1/31/20,Environmental Protection Agency,826426605.9,3263192982,2921776619
1/31/20,Executive Office of the President,32029372.44,131441602.2,118519416.8
1/31/20,General Services Administration,-26666800.27,-52307209.05,528425171.4
1/31/20,International Assistance Programs,2488755835,5559924025,4329848745
1/31/20,National Aeronautics and Space Administration,1317519179,7171498400,6363925736
1/31/20,National Science Foundation,577665486.5,2400747234,2195727697
1/31/20,Office of Personnel Management,9444925018,35603514561,34393358344
1/31/20,Small Business Administration,84815398.07,351538307.2,431373023.4
1/31/20,Social Security Administration,95566577231,3.80623E+11,3.56811E+11
1/31/20,Independent Agencies,1757705457,9297472929,10856776444
1/31/20,National Security Commission on Artificial Intelligence,1189257.78,1189367.09,null
1/31/20,Federal Permitting Improvement Steering Council,29011.97,29011.97,null
1/31/20,Allowances,null,null,null
1/31/20,Undistributed Offsetting Receipts:,null,null,null
1/31/20,Interest,-1716158288,-59778908846,-63041815159
1/31/20,Other,-7374865181,-45400060883,-42239307167
1/31/20,Total Outlays,4.04881E+11,1.56798E+12,1.42147E+12
1/31/20,(On-Budget),3.26438E+11,1.27537E+12,1.14845E+12
1/31/20,(Off-Budget),78443363394,2.92619E+11,2.73018E+11
1/31/20,Surplus (+) or Deficit (-),-32593280008,-3.89185E+11,-3.10252E+11
1/31/20,(On-Budget),-44891916614,-3.97406E+11,-3.21364E+11
1/31/20,(Off-Budget),12298636606,8221199480,11111891541
1/31/20,Budget Receipts,null,null,null
1/31/20,Department of Defense--Military Programs,50353956796,2.37702E+11,2.18762E+11
12/31/19,Budget Receipts,null,null,null
12/31/19,Individual Income Taxes,1.52706E+11,3.84858E+11,3.72794E+11
12/31/19,Corporation Income Taxes,58310614784,65413765786,53109098210
12/31/19,Social Insurance and Retirement Receipts:,null,null,null
12/31/19,Employment and General Retirement (Off-Budget),76134796428,2.10098E+11,1.97987E+11
12/31/19,Employment and General Retirement (On-Budget),26264349791,72626091123,69020009128
12/31/19,Unemployment Insurance,248407455.7,5601156272,5883286162
12/31/19,Other Retirement,448790685.6,1323397834,1226700151
12/31/19,Excise Taxes,7017434195,20567239728,29428609592
12/31/19,Estate and Gift Taxes,1697675393,4627073162,5033496504
12/31/19,Miscellaneous Receipts,6528542704,20250186754,18927178136
12/31/19,Other,9271692242,25111137541,13145507001
12/31/19,Department of Veterans Affairs,17013599763,61761163641,58480744860
12/31/19,Corps of Engineers,784628063.8,2179138644,1676312451
12/31/19,Environmental Protection Agency,776566908.1,2436766376,2299494803
12/31/19,Executive Office of the President,32847501.99,99412229.8,110009580.1
12/31/19,General Services Administration,-17091370.89,-25640408.78,-127430927.9
12/31/19,International Assistance Programs,-706548827.7,3071168190,3498347998
12/31/19,National Aeronautics and Space Administration,2346077674,5853979221,5485774877
12/31/19,National Science Foundation,549157474.7,1823081748,1734994950
12/31/19,Office of Personnel Management,8101950339,26158589543,25014875474
12/31/19,Customs Duties,6448987275,21146628883,17827155392
12/31/19,Other Defense Civil Programs,5359695700,20834813276,19868181331
12/31/19,Total Receipts,3.35805E+11,8.06512E+11,7.71237E+11
12/31/19,(On-Budget),2.59671E+11,5.96414E+11,5.7325E+11
12/31/19,(Off-Budget),76134796428,2.10098E+11,1.97987E+11
12/31/19,Budget Outlays,null,null,null
12/31/19,Legislative Branch,586401498.8,1393672167,1277641960
12/31/19,Judicial Branch,676880913.7,2166478164,2077444138
12/31/19,Department of Agriculture,15063139242,52725172469,50660053519
12/31/19,Department of Commerce,1290523413,4612870626,3783107360
12/31/19,Department of Defense--Military Programs,59041980763,1.87348E+11,1.71933E+11
12/31/19,Department of Education,4785245830,17651461535,16983150919
12/31/19,Department of Energy,2226091908,7974239809,6621719112
12/31/19,Department of Health and Human Services,71869640852,3.0934E+11,2.89027E+11
12/31/19,Department of Homeland Security,5449890827,15387082354,16527204913
12/31/19,Department of Housing and Urban Development,4056042263,11690022731,11400051988
12/31/19,Department of the Interior,1453841275,3604954088,3671008585
12/31/19,Department of Justice,3023728512,8937264848,8838468059
12/31/19,Department of Labor,5146952194,5135844937,5164214879
12/31/19,Department of State,2733310872,8361595743,8305226244
12/31/19,Department of Transportation,6532141764,20495863626,19219721131
12/31/19,Department of the Treasury:,null,null,null
12/31/19,Interest on Treasury Debt Securities (Gross),94225073252,1.60187E+11,1.64221E+11
12/31/19,Small Business Administration,104220406.9,266722909.1,341643565.3
12/31/19,Social Security Administration,93173620787,2.85056E+11,2.70043E+11
12/31/19,Independent Agencies,1013422001,7539767471,7958148635
12/31/19,National Security Commission on Artificial Intelligence,2049.92,109.31,null
12/31/19,Allowances,null,null,null
12/31/19,Undistributed Offsetting Receipts:,null,null,null
12/31/19,Interest,-59102738743,-58062750558,-62911842234
12/31/19,Other,-7784028547,-38025195702,-36158850894
12/31/19,Total Outlays,3.49078E+11,1.16309E+12,1.09017E+12
12/31/19,(On-Budget),3.02051E+11,9.48915E+11,8.92355E+11
12/31/19,(Off-Budget),47026463984,2.14175E+11,1.97815E+11
12/31/19,Surplus (+) or Deficit (-),-13272557316,-3.56578E+11,-3.18933E+11
12/31/19,(On-Budget),-42380889761,-3.52501E+11,-3.19105E+11
12/31/19,(Off-Budget),29108332444,-4077437126,172078349.7
11/30/19,Individual Income Taxes,1.05764E+11,2.32153E+11,2.22237E+11
11/30/19,Corporation Income Taxes,532483638.6,7103151002,6354200716
11/30/19,Social Insurance and Retirement Receipts:,null,null,null
11/30/19,Employment and General Retirement (Off-Budget),69537000000,1.33963E+11,1.28402E+11
11/30/19,Employment and General Retirement (On-Budget),24117060533,46361741332,44677227684
11/30/19,Unemployment Insurance,2595683217,5352748816,5591403303
11/30/19,Other Retirement,485669101.2,874607148.4,803060418.9
11/30/19,Excise Taxes,7513294447,13549805533,22249917138
11/30/19,Estate and Gift Taxes,1238845491,2929397769,3358869097
11/30/19,Customs Duties,6940235991,14697641609,11835289381
11/30/19,Miscellaneous Receipts,6461481100,13721644049,13143906204
11/30/19,Total Receipts,2.25185E+11,4.70706E+11,4.58653E+11
11/30/19,(On-Budget),1.55648E+11,3.36743E+11,3.30251E+11
11/30/19,(Off-Budget),69537000000,1.33963E+11,1.28402E+11
11/30/19,Budget Outlays,null,null,null
11/30/19,Legislative Branch,303149870,807270668,816652473.5
11/30/19,Judicial Branch,776471183.7,1489597251,1449348446
11/30/19,Department of Agriculture,18568949070,37662033226,35415069954
11/30/19,Department of Commerce,2359324105,3322347213,2770371437
11/30/19,Department of Defense--Military Programs,60072719161,1.28306E+11,1.20488E+11
11/30/19,Department of Education,4771858910,12866215706,10727526419
11/30/19,Department of Energy,2638689432,5748147901,4726384301
11/30/19,Department of Health and Human Services,1.3208E+11,2.37471E+11,2.17771E+11
11/30/19,Department of Homeland Security,5052832681,9937191526,10000628085
11/30/19,Department of Housing and Urban Development,3798404719,7633980468,7445578056
11/30/19,Department of the Interior,900057856.5,2151048301,2608079189
11/30/19,Department of Justice,2778057914,5913536336,4891041730
11/30/19,Department of Labor,3356244954,-11107257.25,1118412676
11/30/19,Department of State,3376803901,5628284872,6267521900
11/30/19,Department of Transportation,6493638076,13963721862,12866728853
11/30/19,Department of the Treasury:,null,null,null
11/30/19,Interest on Treasury Debt Securities (Gross),35643341059,65962021699,67018850756
11/30/19,Other,6936636418,15839445299,12887732344
11/30/19,Department of Veterans Affairs,27152306406,44747563878,42417735488
11/30/19,Corps of Engineers,684200061.9,1394510581,1412739093
11/30/19,Other Defense Civil Programs,10121400167,15475117576,14462000457
11/30/19,Environmental Protection Agency,829472003.3,1660199468,1491132596
11/30/19,Executive Office of the President,33277060.07,66564727.81,77206927.15
11/30/19,General Services Administration,-54395034.01,-8549037.89,179411942.5
11/30/19,International Assistance Programs,2345850975,3777717017,3947520083
11/30/19,National Security Commission on Artificial Intelligence,-1940.61,-1940.61,null
